CRICOS Provider Code,Institution Name,CRICOS Course Code,Course Name,VET National Code,Dual Qualification,Field of Education 1 Broad Field,Field of Education 1 Narrow Field,Field of Education 1 Detailed Field,Field of Education 2 Broad Field,Field of Education 2 Narrow Field,Field of Education 2 Detailed Field,Course Level,Foundation Studies,Work Component,Work Component Hours/Week,Work Component Weeks,Work Component Total Hours,Course Language,Duration (Weeks),Tuition Fee,Non Tuition Fee,Estimated Total Course Cost,Expired
00002J,Macquarie University (Macquarie),099563B,Master of Combined Studies in International Relations / Intelligence,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$91,800.00",$746.00,"$92,546.00",No
00002J,Macquarie University (Macquarie),099564A,Master of Combined Studies in International Relations / Security and Strategic Studies,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$91,800.00",$746.00,"$92,546.00",No
00002J,Macquarie University (Macquarie),099565M,Master of Combined Studies in International Trade and Commerce Law / Applied Economics,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,130,"$116,400.00",$912.50,"$117,312.50",No
00002J,Macquarie University (Macquarie),099566K,Master of Combined Studies in International Trade and Commerce Law / Criminology,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$90,400.00",$730.00,"$91,130.00",No
00002J,Macquarie University (Macquarie),099567J,Master of Combined Studies in Laws / Criminology,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$93,800.00",$746.00,"$94,546.00",No
00002J,Macquarie University (Macquarie),099568G,Master of Combined Studies in International Trade and Commerce Law / International Business,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,130,"$121,100.00",$932.50,"$122,032.50",No
00002J,Macquarie University (Macquarie),099569G,Master of Combined Studies in International Trade and Commerce Law / International Relations,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$93,800.00",$746.00,"$94,546.00",No
00002J,Macquarie University (Macquarie),099570C,Master of Combined Studies in International Trade and Commerce Law / Counter Terrorism,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$90,400.00",$730.00,"$91,130.00",No
00002J,Macquarie University (Macquarie),099571B,Master of Combined Studies in International Trade and Commerce Law / Cyber Security Analysis,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$90,400.00",$730.00,"$91,130.00",No
00002J,Macquarie University (Macquarie),099572A,Master of Combined Studies in International Trade and Commerce Law / Intelligence,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$90,400.00",$730.00,"$91,130.00",No
00002J,Macquarie University (Macquarie),099573M,Master of Combined Studies in International Trade and Commerce Law / Security and Strategic Studies,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$93,800.00",$746.00,"$94,546.00",No
00002J,Macquarie University (Macquarie),099574K,Master of Combined Studies in Laws / Counter Terrorism,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$90,400.00",$730.00,"$91,130.00",No
00002J,Macquarie University (Macquarie),099575J,Master of Combined Studies in Laws / Cyber Security Analysis,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$93,800.00",$746.00,"$94,546.00",No
00002J,Macquarie University (Macquarie),099576G,Master of Combined Studies in Laws / Intelligence,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$93,800.00",$746.00,"$94,546.00",No
00002J,Macquarie University (Macquarie),099581M,Master of Combined Studies in Translation and Interpreting Studies / Applied Linguistics and TESOL,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,Yes,17.50,13,228,English,156,"$127,608.00","$1,119.00","$128,727.00",No
00002J,Macquarie University (Macquarie),099582K,Master of Combined Studies in Translation and Interpreting Studies / International Relations,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,130,"$105,500.00",$912.50,"$106,412.50",No
00002J,Macquarie University (Macquarie),099583J,Master of Combined Studies in Cyber Security Analysis / Intelligence,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$91,800.00",$746.00,"$92,546.00",No
00002J,Macquarie University (Macquarie),099584G,Master of Combined Studies in Cyber Security Analysis / Security and Strategic Studies,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$91,800.00",$746.00,"$92,546.00",No
00002J,Macquarie University (Macquarie),099585G,Master of Combined Studies in Intelligence / Security and Strategic Studies,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$91,800.00",$746.00,"$92,546.00",No
00002J,Macquarie University (Macquarie),099586F,Master of Combined Studies in Criminology / Cyber Security Analysis,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$91,800.00",$746.00,"$92,546.00",No
00002J,Macquarie University (Macquarie),099587E,Master of Combined Studies in Criminology / Intelligence,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$91,800.00",$746.00,"$92,546.00",No
00002J,Macquarie University (Macquarie),099588D,Master of Combined Studies in Criminology / Security and Strategic Studies,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$91,800.00",$746.00,"$92,546.00",No
00002J,Macquarie University (Macquarie),099591J,Master of Combined Studies in Counter Terrorism / Criminology,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$91,800.00",$746.00,"$92,546.00",No
00002J,Macquarie University (Macquarie),099592G,Master of Combined Studies in Counter Terrorism / Cyber Security Analysis,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$88,300.00",$730.00,"$89,030.00",No
00002J,Macquarie University (Macquarie),099593G,Master of Combined Studies in Counter Terrorism / Intelligence,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$91,800.00",$746.00,"$92,546.00",No
00002J,Macquarie University (Macquarie),099594F,Master of Combined Studies in Counter Terrorism / Security and Strategic Studies,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$91,800.00",$746.00,"$92,546.00",No
00002J,Macquarie University (Macquarie),099599A,Master of Combined Studies in Laws / Security and Strategic Studies,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$90,400.00",$730.00,"$91,130.00",No
00002J,Macquarie University (Macquarie),099600B,Master of Combined Studies in Marketing / Commerce,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,130,"$121,056.00",$932.50,"$121,988.50",No
00002J,Macquarie University (Macquarie),099601A,Master of Combined Studies in Marketing / Creative Industries,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,130,"$113,828.00",$932.50,"$114,760.50",No
00002J,Macquarie University (Macquarie),099602M,Master of Combined Studies in Marketing / International Business,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,130,"$121,100.00",$932.50,"$122,032.50",No
00002J,Macquarie University (Macquarie),099603K,Master of Combined Studies in Marketing / International Relations,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$90,400.00",$730.00,"$91,130.00",No
00002J,Macquarie University (Macquarie),099604J,Master of Combined Studies in Marketing / Media and Communications,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,130,"$113,850.00",$932.50,"$114,782.50",No
00002J,Macquarie University (Macquarie),099606G,Master of Combined Studies in Media and Communications / Creative Industries,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,156,"$128,544.00","$1,119.00","$129,663.00",No
00002J,Macquarie University (Macquarie),099607F,Master of Combined Studies in Media and Communications / International Relations,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,130,"$111,200.00",$932.50,"$112,132.50",No
00002J,Macquarie University (Macquarie),099608E,Master of Combined Studies in Public and Social Policy / Criminology,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$87,672.00",$746.00,"$88,418.00",No
00002J,Macquarie University (Macquarie),099609D,Master of Combined Studies in Public and Social Policy / International Relations,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$87,500.00",$746.00,"$88,246.00",No
00002J,Macquarie University (Macquarie),099610M,Master of Combined Studies in Public and Social Policy / International Trade and Commerce Law,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$89,600.00",$746.00,"$90,346.00",No
00002J,Macquarie University (Macquarie),099613G,Master of Combined Studies in Public and Social Policy / Counter Terrorism,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$84,300.00",$730.00,"$85,030.00",No
00002J,Macquarie University (Macquarie),099614G,Master of Combined Studies in Public and Social Policy / Cyber Security Analysis,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$84,300.00",$730.00,"$85,030.00",No
00002J,Macquarie University (Macquarie),099616E,Master of Combined Studies in Public and Social Policy / Intelligence,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$87,500.00",$746.00,"$88,246.00",No
00002J,Macquarie University (Macquarie),099617D,Master of Combined Studies in Public and Social Policy / Security and Strategic Studies,,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$87,500.00",$746.00,"$88,246.00",No
00002J,Macquarie University (Macquarie),099618C,Graduate Certificate of Finance,,No,08 - Management and Commerce,"0811 - Banking, Finance and Related Fields",081101 - Banking and Finance,,,,Graduate Certificate,No,No,,,,English,26,"$23,700.00",$186.50,"$23,886.50",No
00002J,Macquarie University (Macquarie),106809M,Diploma of Business Analytics,,No,02 - Information Technology,0203 - Information Systems,020307 - Decision Support Systems,,,,Diploma,No,No,,,,English,42,"$37,900.00",$373.00,"$38,273.00",No
00002J,Macquarie University (Macquarie),106810G,Diploma of Marketing and Media,,No,08 - Management and Commerce,0805 - Sales and Marketing,080505 - Marketing,,,,Diploma,No,No,,,,English,42,"$37,900.00",$373.00,"$38,273.00",No
00002J,Macquarie University (Macquarie),108687M,Diploma of Business,,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Diploma,No,No,,,,English,42,"$37,900.00",$373.00,"$38,273.00",No
00002J,Macquarie University (Macquarie),108721C,Bachelor of Exercise and Sports Science,,No,06 - Health,0699 - Other Health,069903 - Human Movement,,,,Bachelor Degree,No,Yes,7.00,20,140,English,156,"$142,600.00","$1,119.00","$143,719.00",No
00002J,Macquarie University (Macquarie),108995K,Master of Information Technology in Artificial Intelligence,,No,02 - Information Technology,0201 - Computer Science,020119 - Artificial Intelligence,,,,Masters Degree (Coursework),No,No,,,,English,104,"$94,500.00",$746.00,"$95,246.00",No
00002J,Macquarie University (Macquarie),108996J,Master of Information Technology in Internet of Things,,No,02 - Information Technology,0201 - Computer Science,"020199 - Computer Science, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$94,500.00",$746.00,"$95,246.00",No
00002J,Macquarie University (Macquarie),109315J,Bachelor of Combined Studies (Honours),,No,12 - Mixed Field Programmes,1299 - Other Mixed Field Programmes,"129999 - Mixed Field Programmes, n.e.c.",,,,Bachelor Honours Degree,No,No,,,,English,364,"$387,200.00","$2,611.00","$389,811.00",No
